ID1,EstimationDate,id,EstimationRunStepId,NetworkNodeId,name
7563,2021-02-27 16:50:00.000,6927325,8947,7231,106709264/1
7564,2021-02-27 16:50:00.000,6927322,8947,8192,106709264/2
7565,2021-02-27 16:50:00.000,6927361,8947,9069,106710526/1
7566,2021-02-27 16:50:00.000,6927282,8947,6647,106710527/1
7567,2021-02-27 16:50:00.000,6927300,8947,7879,106710527/2
7568,2021-02-27 16:50:00.000,6927274,8947,6662,106710530/1
7569,2021-02-27 16:50:00.000,6927192,8947,8447,106710530/2
7570,2021-02-27 16:50:00.000,6927365,8947,8422,106710531/1
7571,2021-02-27 16:50:00.000,6927299,8947,8899,106710531/2
7572,2021-02-27 16:50:00.000,6927526,8947,6732,106710532/1
7573,2021-02-27 16:50:00.000,6927301,8947,7815,106710532/2
7574,2021-02-27 16:50:00.000,6927586,8947,8901,106710541/1
7575,2021-02-27 16:50:00.000,6927550,8947,8235,106710541/2
7576,2021-02-27 16:50:00.000,6927383,8947,6721,106710543/1
7577,2021-02-27 16:50:00.000,6927353,8947,7646,106710543/2
7578,2021-02-27 16:50:00.000,6927217,8947,8578,106710546/1
7579,2021-02-27 16:50:00.000,6927541,8947,7058,106710546/2
7580,2021-02-27 16:50:00.000,6927248,8947,6383,106710547/1
7581,2021-02-27 16:50:00.000,6927513,8947,7062,106710547/2
7582,2021-02-27 16:50:00.000,6927380,8947,8266,106710548/1
7583,2021-02-27 16:50:00.000,6927254,8947,7849,106710548/2
7584,2021-02-27 16:50:00.000,6927432,8947,6550,106710549/1
7585,2021-02-27 16:50:00.000,6927465,8947,7971,106710550/1
7586,2021-02-27 16:50:00.000,6927492,8947,8746,106710550/2
7587,2021-02-27 16:50:00.000,6927410,8947,8918,106812201/1
7588,2021-02-27 16:50:00.000,6927278,8947,8669,106812201/2
7589,2021-02-27 16:50:00.000,6927468,8947,8055,106812202/1
7590,2021-02-27 16:50:00.000,6927474,8947,8617,106812202/2
7591,2021-02-27 16:50:00.000,6927394,8947,8273,107092717/1
7592,2021-02-27 16:50:00.000,6927275,8947,8113,107092717/2
7593,2021-02-27 16:50:00.000,6927507,8947,9022,107120477/1
7594,2021-02-27 16:50:00.000,6927585,8947,7202,107159877/1
7595,2021-02-27 16:50:00.000,6927382,8947,8813,107159877/2
7596,2021-02-27 16:50:00.000,6927245,8947,7983,107159878/1
7597,2021-02-27 16:50:00.000,6927343,8947,6325,107159878/2
7598,2021-02-27 16:50:00.000,6927423,8947,7626,107159879/1
7599,2021-02-27 16:50:00.000,6927489,8947,6533,107159879/2
7600,2021-02-27 16:50:00.000,6927537,8947,7437,107159881/1
7601,2021-02-27 16:50:00.000,6927572,8947,8834,107159881/2
7602,2021-02-27 16:50:00.000,6927522,8947,7592,107159883/1
7603,2021-02-27 16:50:00.000,6927527,8947,6948,107159892/1
7604,2021-02-27 16:50:00.000,6927591,8947,6700,107159892/2
7605,2021-02-27 16:50:00.000,6927259,8947,7481,107214658/1
7606,2021-02-27 16:50:00.000,6927378,8947,8537,107214658/2
7607,2021-02-27 16:50:00.000,6927384,8947,6780,107256101/1
7608,2021-02-27 16:50:00.000,6927493,8947,8240,107256101/2
7609,2021-02-27 16:50:00.000,6927532,8947,8163,107296832/1
7610,2021-02-27 16:50:00.000,6927386,8947,9038,107296832/2
7611,2021-02-27 16:50:00.000,6927574,8947,6445,107296833/1
7612,2021-02-27 16:50:00.000,6927460,8947,8051,107296833/2
7613,2021-02-27 16:50:00.000,6927583,8947,6642,107296834/1
7614,2021-02-27 16:50:00.000,6927498,8947,8853,107296834/2
7615,2021-02-27 16:50:00.000,6927261,8947,6672,107296836/1
7616,2021-02-27 16:50:00.000,6927587,8947,8551,107296836/2
7617,2021-02-27 16:50:00.000,6927428,8947,7223,107296838/1
7618,2021-02-27 16:50:00.000,6927483,8947,8126,107296838/2
7619,2021-02-27 16:50:00.000,6927581,8947,7520,107296840/1
7620,2021-02-27 16:50:00.000,6927602,8947,6985,107296846/1
7621,2021-02-27 16:50:00.000,6927202,8947,7218,107296846/2
7622,2021-02-27 16:50:00.000,6927211,8947,8445,107296848/1
7623,2021-02-27 16:50:00.000,6927506,8947,7883,107296848/2
7624,2021-02-27 16:50:00.000,6927596,8947,6451,5578126/1
7625,2021-02-27 16:50:00.000,6927396,8947,7373,5578126/2
7626,2021-02-27 16:50:00.000,6927231,8947,8267,5578128/1
7627,2021-02-27 16:50:00.000,6927213,8947,7319,5578128/2
7628,2021-02-27 16:50:00.000,6927269,8947,7329,5810689/1
7629,2021-02-27 16:50:00.000,6927563,8947,8510,5810689/2
7630,2021-02-27 16:50:00.000,6927570,8947,6660,5810691/1
7631,2021-02-27 16:50:00.000,6927569,8947,8881,5810691/2
7632,2021-02-27 16:50:00.000,6927520,8947,7625,SDP4650706/1
7633,2021-02-27 17:00:00.000,6927783,8948,8489,100003737/1
7634,2021-02-27 17:00:00.000,6928008,8948,9096,100003737/2
7635,2021-02-27 17:00:00.000,6928017,8948,6856,101462290/1
7636,2021-02-27 17:00:00.000,6927727,8948,6930,101462290/2
7637,2021-02-27 17:00:00.000,6927789,8948,6832,101462292/1
7638,2021-02-27 17:00:00.000,6927719,8948,8481,101462292/2
7639,2021-02-27 17:00:00.000,6927987,8948,7221,102389203/1
7640,2021-02-27 17:00:00.000,6927629,8948,7822,102389203/2
7641,2021-02-27 17:00:00.000,6927920,8948,8678,102389204/1
7642,2021-02-27 17:00:00.000,6927638,8948,8171,102389204/2
7643,2021-02-27 17:00:00.000,6927711,8948,8392,102389206/1
7644,2021-02-27 17:00:00.000,6927938,8948,8821,102389206/2
7645,2021-02-27 17:00:00.000,6927946,8948,7046,102389207/1
7646,2021-02-27 17:00:00.000,6927962,8948,8565,102389207/2
7647,2021-02-27 17:00:00.000,6927608,8948,7996,102468635/1
7648,2021-02-27 17:00:00.000,6927663,8948,8555,102468635/2
7649,2021-02-27 17:00:00.000,6927743,8948,7334,102468636/1
7650,2021-02-27 17:00:00.000,6927918,8948,6671,102468638/1
7651,2021-02-27 17:00:00.000,6927609,8948,7278,102468638/2
7652,2021-02-27 17:00:00.000,6927795,8948,7447,102468639/1
7653,2021-02-27 17:00:00.000,6927611,8948,6452,102468641/1
7654,2021-02-27 17:00:00.000,6927757,8948,8418,102468641/2
7655,2021-02-27 17:00:00.000,6927754,8948,8160,102524863/1
7656,2021-02-27 17:00:00.000,6927720,8948,8198,102524863/2
7657,2021-02-27 17:00:00.000,6927774,8948,7416,102570061/1
7658,2021-02-27 17:00:00.000,6927890,8948,8144,102570061/2
7659,2021-02-27 17:00:00.000,6927982,8948,7115,102570062/1
7660,2021-02-27 17:00:00.000,6927829,8948,8453,102570062/2
7661,2021-02-27 17:00:00.000,6927694,8948,8435,102570063/1
7662,2021-02-27 17:00:00.000,6927879,8948,7260,102570064/1
7663,2021-02-27 17:00:00.000,6927612,8948,7429,102570064/2
7664,2021-02-27 17:00:00.000,6927744,8948,8905,102570065/1
7665,2021-02-27 17:00:00.000,6927993,8948,8989,102570065/2
7666,2021-02-27 17:00:00.000,6928002,8948,8251,102589802/1
7667,2021-02-27 17:00:00.000,6927693,8948,8230,102589802/2
7668,2021-02-27 17:00:00.000,6927682,8948,6559,102589803/1
7669,2021-02-27 17:00:00.000,6927823,8948,9048,102589812/1
7670,2021-02-27 17:00:00.000,6927692,8948,8778,102589812/2
7671,2021-02-27 17:00:00.000,6927989,8948,7222,102589813/1
7672,2021-02-27 17:00:00.000,6927997,8948,8400,102589813/2
7673,2021-02-27 17:00:00.000,6927992,8948,8868,102589815/1
7674,2021-02-27 17:00:00.000,6927775,8948,9062,102616462/1
7675,2021-02-27 17:00:00.000,6927721,8948,7738,102616462/2
7676,2021-02-27 17:00:00.000,6928006,8948,8292,102640175/1
7677,2021-02-27 17:00:00.000,6927748,8948,6784,102640175/2
7678,2021-02-27 17:00:00.000,6927766,8948,7855,102660775/1
7679,2021-02-27 17:00:00.000,6927658,8948,6229,102660775/2
7680,2021-02-27 17:00:00.000,6927972,8948,6343,102660777/1
7681,2021-02-27 17:00:00.000,6927769,8948,7659,102660777/2
7682,2021-02-27 17:00:00.000,6927897,8948,8543,102660778/1
7683,2021-02-27 17:00:00.000,6927749,8948,6868,102660778/2
7684,2021-02-27 17:00:00.000,6927841,8948,7609,102660779/1
7685,2021-02-27 17:00:00.000,6927959,8948,8836,102660779/2
7686,2021-02-27 17:00:00.000,6927625,8948,6782,102660794/1
7687,2021-02-27 17:00:00.000,6927941,8948,6514,102660794/2
7688,2021-02-27 17:00:00.000,6928023,8948,6929,102707273/1
7689,2021-02-27 17:00:00.000,6927908,8948,6807,102707273/2
7690,2021-02-27 17:00:00.000,6928009,8948,7306,102707275/1
7691,2021-02-27 17:00:00.000,6927984,8948,8142,102707275/2
7692,2021-02-27 17:00:00.000,6927678,8948,7752,102735070/1
7693,2021-02-27 17:00:00.000,6927828,8948,7854,102735070/2
7694,2021-02-27 17:00:00.000,6927852,8948,7160,102866781/1
7695,2021-02-27 17:00:00.000,6928018,8948,8209,102866783/1
7696,2021-02-27 17:00:00.000,6927937,8948,8046,102866783/2
7697,2021-02-27 17:00:00.000,6927945,8948,8410,102866786/1
7698,2021-02-27 17:00:00.000,6927999,8948,6421,102866786/2
7699,2021-02-27 17:00:00.000,6927848,8948,6801,102866787/1
7700,2021-02-27 17:00:00.000,6927944,8948,8585,102866787/2
7701,2021-02-27 17:00:00.000,6927718,8948,6759,102866788/1
7702,2021-02-27 17:00:00.000,6927731,8948,8383,102866788/2
7703,2021-02-27 17:00:00.000,6927683,8948,7723,103006607/1
7704,2021-02-27 17:00:00.000,6927679,8948,8974,103033770/1
7705,2021-02-27 17:00:00.000,6927771,8948,6416,103033770/2
7706,2021-02-27 17:00:00.000,6927733,8948,7741,103033771/1
7707,2021-02-27 17:00:00.000,6927626,8948,6981,103033771/2
7708,2021-02-27 17:00:00.000,6927661,8948,7898,103033772/1
7709,2021-02-27 17:00:00.000,6928007,8948,7064,103033772/2
7710,2021-02-27 17:00:00.000,6927951,8948,8524,103033774/1
7711,2021-02-27 17:00:00.000,6927674,8948,7346,103033775/1
7712,2021-02-27 17:00:00.000,6927734,8948,8002,103033775/2
7713,2021-02-27 17:00:00.000,6927914,8948,6454,103081820/1
7714,2021-02-27 17:00:00.000,6927873,8948,6303,103081820/2
7715,2021-02-27 17:00:00.000,6927645,8948,6773,103201817/1
7716,2021-02-27 17:00:00.000,6927652,8948,8998,103201817/2
7717,2021-02-27 17:00:00.000,6927913,8948,7271,103211058/2
7718,2021-02-27 17:00:00.000,6927753,8948,6327,103266619/1
7719,2021-02-27 17:00:00.000,6927636,8948,9073,103266619/2
7720,2021-02-27 17:00:00.000,6927911,8948,7077,103391736/1
7721,2021-02-27 17:00:00.000,6927976,8948,7880,103391737/1
7722,2021-02-27 17:00:00.000,6927855,8948,8612,103391737/2
7723,2021-02-27 17:00:00.000,6927705,8948,8774,103391738/1
7724,2021-02-27 17:00:00.000,6927696,8948,6736,103391738/2
7725,2021-02-27 17:00:00.000,6927906,8948,8882,103391739/1
7726,2021-02-27 17:00:00.000,6927726,8948,8986,103391867/1
7727,2021-02-27 17:00:00.000,6927965,8948,6646,103391867/2
7728,2021-02-27 17:00:00.000,6927660,8948,7987,103405047/1
7729,2021-02-27 17:00:00.000,6927756,8948,7227,103405047/2
7730,2021-02-27 17:00:00.000,6927714,8948,7653,103405049/1
7731,2021-02-27 17:00:00.000,6927687,8948,7510,103405049/2
7732,2021-02-27 17:00:00.000,6927956,8948,8967,103405051/1
7733,2021-02-27 17:00:00.000,6928025,8948,7166,103405051/2
7734,2021-02-27 17:00:00.000,6927736,8948,8946,103405052/1
7735,2021-02-27 17:00:00.000,6927715,8948,8792,103405059/1
7736,2021-02-27 17:00:00.000,6927988,8948,9080,103405059/2
7737,2021-02-27 17:00:00.000,6927949,8948,7677,103533616/1
7738,2021-02-27 17:00:00.000,6927986,8948,7396,103533616/2
7739,2021-02-27 17:00:00.000,6927990,8948,8100,103533619/1
7740,2021-02-27 17:00:00.000,6928024,8948,8040,103533619/2
7741,2021-02-27 17:00:00.000,6927647,8948,7480,103533628/1
7742,2021-02-27 17:00:00.000,6927907,8948,7598,103533628/2
7743,2021-02-27 17:00:00.000,6927699,8948,6811,103533629/1
7744,2021-02-27 17:00:00.000,6927646,8948,6861,103533630/1
7745,2021-02-27 17:00:00.000,6927806,8948,6362,103533630/2
7746,2021-02-27 17:00:00.000,6927741,8948,6233,103533633/1
7747,2021-02-27 17:00:00.000,6927836,8948,8350,103533633/2
7748,2021-02-27 17:00:00.000,6927773,8948,7438,103533635/1
7749,2021-02-27 17:00:00.000,6927943,8948,7344,103533635/2
7750,2021-02-27 17:00:00.000,6927968,8948,8622,103533641/1
7751,2021-02-27 17:00:00.000,6927697,8948,7578,103533641/2
7752,2021-02-27 17:00:00.000,6927765,8948,6843,103533642/1
7753,2021-02-27 17:00:00.000,6927931,8948,9086,103533642/2
7754,2021-02-27 17:00:00.000,6927827,8948,8786,103533646/1
7755,2021-02-27 17:00:00.000,6927960,8948,6378,103533689/1
7756,2021-02-27 17:00:00.000,6927847,8948,6877,103533689/2
7757,2021-02-27 17:00:00.000,6927690,8948,8684,103533692/1
7758,2021-02-27 17:00:00.000,6927961,8948,9003,103533697/1
7759,2021-02-27 17:00:00.000,6927772,8948,7312,103533697/2
7760,2021-02-27 17:00:00.000,6927610,8948,8762,103533698/1
7761,2021-02-27 17:00:00.000,6927885,8948,6787,103533698/2
7762,2021-02-27 17:00:00.000,6928014,8948,8662,103533701/1
7763,2021-02-27 17:00:00.000,6927666,8948,8095,103533701/2
7764,2021-02-27 17:00:00.000,6927732,8948,7314,103533727/1
7765,2021-02-27 17:00:00.000,6928022,8948,8243,103533727/2
7766,2021-02-27 17:00:00.000,6927738,8948,8021,103533728/1
7767,2021-02-27 17:00:00.000,6927747,8948,8028,103533728/2
7768,2021-02-27 17:00:00.000,6927929,8948,7682,103653414/1
7769,2021-02-27 17:00:00.000,6927778,8948,7830,103653414/2
7770,2021-02-27 17:00:00.000,6927980,8948,8675,103653415/1
7771,2021-02-27 17:00:00.000,6927798,8948,7462,103653415/2
7772,2021-02-27 17:00:00.000,6927702,8948,8835,103653416/1
7773,2021-02-27 17:00:00.000,6927802,8948,8294,103653416/2
7774,2021-02-27 17:00:00.000,6927842,8948,8223,103653417/1
7775,2021-02-27 17:00:00.000,6927670,8948,6866,103653417/2
7776,2021-02-27 17:00:00.000,6927940,8948,7955,103653418/1
7777,2021-02-27 17:00:00.000,6927947,8948,7779,103653418/2
7778,2021-02-27 17:00:00.000,6927904,8948,6429,103653529/1
7779,2021-02-27 17:00:00.000,6927983,8948,7016,103653529/2
7780,2021-02-27 17:00:00.000,6927639,8948,7083,103653530/1
7781,2021-02-27 17:00:00.000,6927686,8948,7850,103653530/2
7782,2021-02-27 17:00:00.000,6927909,8948,8940,103670098/2
7783,2021-02-27 17:00:00.000,6927649,8948,6888,103687004/1
7784,2021-02-27 17:00:00.000,6927863,8948,8413,103687004/2
7785,2021-02-27 17:00:00.000,6927928,8948,7194,103760344/1
7786,2021-02-27 17:00:00.000,6927627,8948,7422,103760344/2
7787,2021-02-27 17:00:00.000,6927876,8948,7581,103760346/1
7788,2021-02-27 17:00:00.000,6927850,8948,6704,103760346/2
7789,2021-02-27 17:00:00.000,6927851,8948,8473,103760348/1
7790,2021-02-27 17:00:00.000,6927617,8948,8729,103760348/2
7791,2021-02-27 17:00:00.000,6927631,8948,7299,103811414/1
7792,2021-02-27 17:00:00.000,6927973,8948,8041,103811418/1
7793,2021-02-27 17:00:00.000,6927620,8948,8885,103902854/1
7794,2021-02-27 17:00:00.000,6927869,8948,9001,103902854/2
7795,2021-02-27 17:00:00.000,6927650,8948,7629,103903079/1
7796,2021-02-27 17:00:00.000,6927875,8948,7275,103903079/2
7797,2021-02-27 17:00:00.000,6927745,8948,7059,103903080/1
7798,2021-02-27 17:00:00.000,6927671,8948,6247,103911728/1
7799,2021-02-27 17:00:00.000,6927933,8948,6698,103911728/2
7800,2021-02-27 17:00:00.000,6927675,8948,6364,103911729/1
7801,2021-02-27 17:00:00.000,6927819,8948,7745,103911729/2
7802,2021-02-27 17:00:00.000,6927642,8948,6854,103911730/1
7803,2021-02-27 17:00:00.000,6927634,8948,8814,103911731/1
7804,2021-02-27 17:00:00.000,6927767,8948,8538,103911732/1
7805,2021-02-27 17:00:00.000,6927780,8948,7368,103911732/2
7806,2021-02-27 17:00:00.000,6927651,8948,7967,103913878/1
7807,2021-02-27 17:00:00.000,6927615,8948,9012,103913878/2
7808,2021-02-27 17:00:00.000,6927878,8948,8269,103913879/1
7809,2021-02-27 17:00:00.000,6927637,8948,6320,103913880/1
7810,2021-02-27 17:00:00.000,6927786,8948,6330,103913880/2
7811,2021-02-27 17:00:00.000,6927974,8948,8793,103913881/1
7812,2021-02-27 17:00:00.000,6927856,8948,7876,103913883/1
7813,2021-02-27 17:00:00.000,6927917,8948,8448,103913883/2
7814,2021-02-27 17:00:00.000,6928029,8948,7998,103983899/1
7815,2021-02-27 17:00:00.000,6927844,8948,8703,104001493/1
7816,2021-02-27 17:00:00.000,6927623,8948,8373,104001493/2
7817,2021-02-27 17:00:00.000,6927810,8948,6822,104028191/1
7818,2021-02-27 17:00:00.000,6927994,8948,7652,104028191/2
7819,2021-02-27 17:00:00.000,6927953,8948,9030,104075506/1
7820,2021-02-27 17:00:00.000,6927761,8948,6288,104075506/2
7821,2021-02-27 17:00:00.000,6927659,8948,6733,104075507/1
7822,2021-02-27 17:00:00.000,6927891,8948,8838,104075507/2
7823,2021-02-27 17:00:00.000,6927801,8948,8131,104075508/1
7824,2021-02-27 17:00:00.000,6928000,8948,8247,104075508/2
7825,2021-02-27 17:00:00.000,6927845,8948,7038,104075509/1
7826,2021-02-27 17:00:00.000,6927996,8948,9010,104075510/1
7827,2021-02-27 17:00:00.000,6927641,8948,6640,104075510/2
7828,2021-02-27 17:00:00.000,6927862,8948,7257,104100129/1
7829,2021-02-27 17:00:00.000,6928012,8948,7508,104100129/2
7830,2021-02-27 17:00:00.000,6927975,8948,7954,104100130/1
7831,2021-02-27 17:00:00.000,6927898,8948,7564,104100131/1
7832,2021-02-27 17:00:00.000,6927644,8948,7921,104100131/2
7833,2021-02-27 17:00:00.000,6927877,8948,8480,104100134/1
7834,2021-02-27 17:00:00.000,6927669,8948,7877,104100134/2
7835,2021-02-27 17:00:00.000,6927934,8948,6251,104100142/1
7836,2021-02-27 17:00:00.000,6927995,8948,8615,104100142/2
7837,2021-02-27 17:00:00.000,6927695,8948,7320,104101216/1
7838,2021-02-27 17:00:00.000,6927784,8948,8898,104101216/2
7839,2021-02-27 17:00:00.000,6927963,8948,6521,104110652/1
7840,2021-02-27 17:00:00.000,6927752,8948,8029,104110652/2
7841,2021-02-27 17:00:00.000,6927776,8948,7923,104110997/1
7842,2021-02-27 17:00:00.000,6927760,8948,8201,104110997/2
7843,2021-02-27 17:00:00.000,6927872,8948,8864,104111000/1
7844,2021-02-27 17:00:00.000,6927787,8948,8677,104111000/2
7845,2021-02-27 17:00:00.000,6927915,8948,7953,104172578/1
7846,2021-02-27 17:00:00.000,6927812,8948,8468,104172578/2
7847,2021-02-27 17:00:00.000,6927673,8948,7596,104172581/1
7848,2021-02-27 17:00:00.000,6927895,8948,7886,104172581/2
7849,2021-02-27 17:00:00.000,6927618,8948,7618,104172584/1
7850,2021-02-27 17:00:00.000,6928015,8948,7534,104172584/2
7851,2021-02-27 17:00:00.000,6927648,8948,7365,104172587/1
7852,2021-02-27 17:00:00.000,6927839,8948,7255,104172587/2
7853,2021-02-27 17:00:00.000,6928004,8948,8756,104172592/1
7854,2021-02-27 17:00:00.000,6927888,8948,8245,104172594/1
7855,2021-02-27 17:00:00.000,6927817,8948,6643,104172594/2
7856,2021-02-27 17:00:00.000,6928021,8948,8787,104218303/1
7857,2021-02-27 17:00:00.000,6927729,8948,7484,104226973/1
7858,2021-02-27 17:00:00.000,6927804,8948,6777,104226973/2
7859,2021-02-27 17:00:00.000,6927905,8948,7759,104293363/1
7860,2021-02-27 17:00:00.000,6927981,8948,6886,104293363/2
7861,2021-02-27 17:00:00.000,6928001,8948,6838,104605818/1
7862,2021-02-27 17:00:00.000,6927755,8948,8649,104605818/2
7863,2021-02-27 17:00:00.000,6927991,8948,8680,104605819/1
7864,2021-02-27 17:00:00.000,6928030,8948,7366,104605819/2
7865,2021-02-27 17:00:00.000,6927665,8948,7781,104605824/1
7866,2021-02-27 17:00:00.000,6927712,8948,6275,104605824/2
7867,2021-02-27 17:00:00.000,6927900,8948,8971,104605825/1
7868,2021-02-27 17:00:00.000,6927676,8948,7965,104605826/1
7869,2021-02-27 17:00:00.000,6927717,8948,7693,104605826/2
7870,2021-02-27 17:00:00.000,6927800,8948,6756,104627618/1
7871,2021-02-27 17:00:00.000,6927763,8948,8803,104627618/2
7872,2021-02-27 17:00:00.000,6927932,8948,8804,104627619/1
7873,2021-02-27 17:00:00.000,6927708,8948,7164,104627619/2
7874,2021-02-27 17:00:00.000,6927860,8948,7188,104627620/1
7875,2021-02-27 17:00:00.000,6927970,8948,8911,104627621/1
7876,2021-02-27 17:00:00.000,6927751,8948,9091,104627622/1
7877,2021-02-27 17:00:00.000,6927966,8948,8749,104627622/2
7878,2021-02-27 17:00:00.000,6927808,8948,7120,104627624/1
7879,2021-02-27 17:00:00.000,6927746,8948,7784,104627624/2
7880,2021-02-27 17:00:00.000,6927668,8948,7554,104924416/1
7881,2021-02-27 17:00:00.000,6928003,8948,8597,104924416/2
7882,2021-02-27 17:00:00.000,6927653,8948,8461,104924417/1
7883,2021-02-27 17:00:00.000,6927805,8948,8845,104924417/2
7884,2021-02-27 17:00:00.000,6927723,8948,7530,105096378/1
7885,2021-02-27 17:00:00.000,6927889,8948,6482,105096378/2
7886,2021-02-27 17:00:00.000,6927957,8948,8111,105117400/1
7887,2021-02-27 17:00:00.000,6928011,8948,8329,105117401/1
7888,2021-02-27 17:00:00.000,6927912,8948,6757,105117401/2
7889,2021-02-27 17:00:00.000,6927688,8948,6446,105117403/1
7890,2021-02-27 17:00:00.000,6927925,8948,9046,105117403/2
7891,2021-02-27 17:00:00.000,6927809,8948,7473,105117404/1
7892,2021-02-27 17:00:00.000,6927853,8948,7543,105117404/2
7893,2021-02-27 17:00:00.000,6927722,8948,7751,105117406/1
7894,2021-02-27 17:00:00.000,6927762,8948,6653,105117406/2
7895,2021-02-27 17:00:00.000,6927759,8948,6654,105184278/1
7896,2021-02-27 17:00:00.000,6927896,8948,6961,105184278/2
7897,2021-02-27 17:00:00.000,6927788,8948,6632,105184316/1
7898,2021-02-27 17:00:00.000,6927725,8948,6250,105184316/2
7899,2021-02-27 17:00:00.000,6927624,8948,7800,105184327/1
7900,2021-02-27 17:00:00.000,6928028,8948,8550,105184327/2
7901,2021-02-27 17:00:00.000,6927791,8948,6577,105184427/1
7902,2021-02-27 17:00:00.000,6927998,8948,8482,105184427/2
7903,2021-02-27 17:00:00.000,6927923,8948,6428,105602581/1
7904,2021-02-27 17:00:00.000,6927706,8948,8471,105602582/1
7905,2021-02-27 17:00:00.000,6927825,8948,8463,105602582/2
7906,2021-02-27 17:00:00.000,6927834,8948,6806,105602583/1
7907,2021-02-27 17:00:00.000,6927978,8948,7842,105602584/1
7908,2021-02-27 17:00:00.000,6927870,8948,8089,105602584/2
7909,2021-02-27 17:00:00.000,6927821,8948,6845,105604930/1
7910,2021-02-27 17:00:00.000,6927859,8948,7017,105605181/1
7911,2021-02-27 17:00:00.000,6927865,8948,8663,105683566/1
7912,2021-02-27 17:00:00.000,6927764,8948,8949,105683568/1
7913,2021-02-27 17:00:00.000,6927799,8948,7450,105683568/2
7914,2021-02-27 17:00:00.000,6927797,8948,6802,105789687/1
7915,2021-02-27 17:00:00.000,6927892,8948,6384,105789687/2
7916,2021-02-27 17:00:00.000,6927655,8948,7352,105789689/1
7917,2021-02-27 17:00:00.000,6927621,8948,6481,105789691/1
7918,2021-02-27 17:00:00.000,6927954,8948,6239,105789691/2
7919,2021-02-27 17:00:00.000,6927921,8948,7433,105789695/1
7920,2021-02-27 17:00:00.000,6927894,8948,7603,105789695/2
7921,2021-02-27 17:00:00.000,6927630,8948,8568,105789696/1
7922,2021-02-27 17:00:00.000,6927737,8948,7388,105789696/2
7923,2021-02-27 17:00:00.000,6927614,8948,7050,105789697/1
7924,2021-02-27 17:00:00.000,6927656,8948,7900,105809167/1
7925,2021-02-27 17:00:00.000,6927701,8948,6293,105809167/2
7926,2021-02-27 17:00:00.000,6927635,8948,6906,105809168/1
7927,2021-02-27 17:00:00.000,6927864,8948,6894,105839395/1
7928,2021-02-27 17:00:00.000,6927838,8948,7127,105839395/2
7929,2021-02-27 17:00:00.000,6927758,8948,7478,105845370/1
7930,2021-02-27 17:00:00.000,6927684,8948,8136,105845370/2
7931,2021-02-27 17:00:00.000,6927867,8948,7676,105899095/1
7932,2021-02-27 17:00:00.000,6927950,8948,6286,105899095/2
7933,2021-02-27 17:00:00.000,6927882,8948,8274,106005750/1
7934,2021-02-27 17:00:00.000,6927677,8948,8502,106005750/2
7935,2021-02-27 17:00:00.000,6927691,8948,8293,106005751/1
7936,2021-02-27 17:00:00.000,6927704,8948,6725,106005751/2
7937,2021-02-27 17:00:00.000,6928016,8948,6592,106005752/1
7938,2021-02-27 17:00:00.000,6927680,8948,6631,106005752/2
7939,2021-02-27 17:00:00.000,6927689,8948,6695,106005754/1
7940,2021-02-27 17:00:00.000,6927672,8948,6463,106005754/2
7941,2021-02-27 17:00:00.000,6927815,8948,6235,106005755/1
7942,2021-02-27 17:00:00.000,6927685,8948,8387,106007466/1
7943,2021-02-27 17:00:00.000,6927781,8948,6355,106007466/2
7944,2021-02-27 17:00:00.000,6927640,8948,6748,106007467/1
7945,2021-02-27 17:00:00.000,6927881,8948,7486,106007467/2
7946,2021-02-27 17:00:00.000,6927794,8948,8246,106007468/1
7947,2021-02-27 17:00:00.000,6927832,8948,8700,106007468/2
7948,2021-02-27 17:00:00.000,6927792,8948,7076,106007469/1
7949,2021-02-27 17:00:00.000,6927824,8948,8212,106007469/2
7950,2021-02-27 17:00:00.000,6927846,8948,6418,106007599/1
7951,2021-02-27 17:00:00.000,6927849,8948,7507,106007599/2
7952,2021-02-27 17:00:00.000,6927902,8948,7853,106007600/1
7953,2021-02-27 17:00:00.000,6927886,8948,8065,106007600/2
7954,2021-02-27 17:00:00.000,6927777,8948,8935,106007601/1
7955,2021-02-27 17:00:00.000,6927967,8948,8066,106007601/2
7956,2021-02-27 17:00:00.000,6927803,8948,7208,106047275/1
7957,2021-02-27 17:00:00.000,6927958,8948,8797,106047275/2
7958,2021-02-27 17:00:00.000,6927807,8948,6973,106063693/1
7959,2021-02-27 17:00:00.000,6927916,8948,6578,106063693/2
7960,2021-02-27 17:00:00.000,6927818,8948,7442,106063694/1
7961,2021-02-27 17:00:00.000,6927858,8948,8977,106063694/2
7962,2021-02-27 17:00:00.000,6927632,8948,8161,106425923/1
7963,2021-02-27 17:00:00.000,6927622,8948,7922,106425923/2
7964,2021-02-27 17:00:00.000,6927833,8948,6743,106425924/1
7965,2021-02-27 17:00:00.000,6927927,8948,7270,106425925/1
7966,2021-02-27 17:00:00.000,6927837,8948,8412,106425925/2
7967,2021-02-27 17:00:00.000,6927710,8948,8503,106425926/1
7968,2021-02-27 17:00:00.000,6927813,8948,6884,106425926/2
7969,2021-02-27 17:00:00.000,6927814,8948,8630,106425927/1
7970,2021-02-27 17:00:00.000,6927866,8948,8016,106425927/2
7971,2021-02-27 17:00:00.000,6927730,8948,8671,106425931/1
7972,2021-02-27 17:00:00.000,6927793,8948,7701,106425931/2
